t,j,m,price
2011/2012,27150230,USA,2.879639
2011/2012,27150310,USA,0.874175
2011/2012,27150320,USA,0.565009
2011/2012,27150350,USA,1.085314
2011/2012,27151030,USA,NA
2011/2012,27162060,USA,0.382593
2011/2012,27211300,USA,0.752178
2011/2012,27211300,USA,0.76141
2011/2012,27211400,USA,0.54206
2011/2012,27212000,USA,0.49686
2011/2012,27212000,USA,0.501416
2011/2012,27212000,USA,0.496975
2011/2012,27212000,USA,0.498973
2011/2012,27212050,USA,0.395358
2011/2012,27212050,USA,0.239242
2011/2012,27212050,USA,0.394819
2011/2012,27212100,USA,0.347944
2011/2012,27212350,USA,NA
2011/2012,27213100,USA,NA
2011/2012,27213100,USA,NA
2011/2012,27214100,USA,0.647553
2011/2012,27214110,USA,0.563675
2011/2012,27220010,USA,0.909124
2011/2012,27220050,USA,0.850434
2011/2012,27220080,USA,0.739855
2011/2012,27241010,USA,0.314372
2011/2012,27242000,USA,0.334888
2011/2012,27242000,USA,0.333887
2011/2012,27242000,USA,0.334881
2011/2012,27242000,USA,0.334374
2011/2012,27242300,USA,0.279678
2011/2012,27242300,USA,0.276362
2011/2012,27242300,USA,0.279589
2011/2012,27242300,USA,0.329572
2011/2012,27242310,USA,0.442409
2011/2012,27242310,USA,0.442426
2011/2012,27242310,USA,0.442493
2011/2012,27242400,USA,0.308929
2011/2012,27242400,USA,0.308862
2011/2012,27242400,USA,0.306247
2011/2012,27243000,USA,0.259867
2011/2012,27243000,USA,0.259804
2011/2012,27243300,USA,0.271354
2011/2012,27243600,USA,0.648404
2011/2012,27243600,USA,0.663733
2011/2012,27246100,USA,0.505161
2011/2012,27246100,USA,0.374844
2011/2012,27246100,USA,0.379638
2011/2012,27246100,USA,0.374569
2011/2012,27246200,USA,0.491166
2011/2012,27246300,USA,0.958056
2011/2012,27246300,USA,NA
2011/2012,27246500,USA,0.871761
2011/2012,27250030,USA,1.127247
2011/2012,27250040,USA,2.197362
2011/2012,27250050,USA,1.726281
2011/2012,27250070,USA,1.324463
2011/2012,27250070,USA,1.099771
2011/2012,27250070,USA,1.121351
2011/2012,27250126,USA,0.760732
2011/2012,27250126,USA,0.761062
2011/2012,27250126,USA,0.768134
2011/2012,27250126,USA,0.81194
2011/2012,27250130,USA,NA
2011/2012,27250150,USA,0.866301
2011/2012,27250160,USA,1.619037
2011/2012,27250250,USA,3.132906
2011/2012,27250410,USA,NA
2011/2012,27250520,USA,0.838212
2011/2012,27250610,USA,NA
2011/2012,27250610,USA,NA
2011/2012,27260010,USA,0.648325
2011/2012,27260080,USA,0.700502
2011/2012,27311310,USA,NA
2011/2012,27311410,USA,NA
2011/2012,27311510,USA,0.669072
2011/2012,27311600,USA,0.615039
2011/2012,27311600,USA,0.615157
2011/2012,27313160,USA,0.838995
2011/2012,27313210,USA,NA
2011/2012,27313210,USA,NA
2011/2012,27315250,USA,NA
2011/2012,27315410,USA,0.419959
2011/2012,27315510,USA,0.735706
2011/2012,27317010,USA,0.535462
2011/2012,27320040,USA,0.550151
2011/2012,27320080,USA,0.444815
2011/2012,27343470,USA,0.38035
2011/2012,27343470,USA,0.380348
2011/2012,27343470,USA,0.379914
2011/2012,27343520,USA,0.381769
2011/2012,27343910,USA,0.767195
2011/2012,27343950,USA,0.474599
2011/2012,27343950,USA,0.482224
2011/2012,27343950,USA,0.474648
2011/2012,27343950,USA,0.478989
2011/2012,27345010,USA,0.324637
2011/2012,27345020,USA,0.317697
2011/2012,27345020,USA,0.316843
2011/2012,27345020,USA,0.282915
2011/2012,27345210,USA,0.351566
2011/2012,27345210,USA,0.351558
2011/2012,27345210,USA,0.35114
2011/2012,27345310,USA,0.588726
2011/2012,27345410,USA,0.584638
2011/2012,27345410,USA,0.395599
2011/2012,27345410,USA,0.394236
2011/2012,27345440,USA,0.443114
2011/2012,27345510,USA,0.307245
2011/2012,27345510,USA,0.306569
2011/2012,27345510,USA,0.307227
2011/2012,27347100,USA,0.591783
2011/2012,27347240,USA,0.551849
2011/2012,27347240,USA,0.553696
2011/2012,27350110,USA,NA
2011/2012,27363000,USA,0.603794
2011/2012,27363000,USA,0.604845
2011/2012,27363100,USA,0.458704
2011/2012,27415100,USA,0.830904
2011/2012,27415110,USA,NA
2011/2012,27415150,USA,0.272601
2011/2012,27415200,USA,0.935006
2011/2012,27416150,USA,0.498116
2011/2012,27416250,USA,1.055758
2011/2012,27416300,USA,0.78117
2011/2012,27416450,USA,0.825444
2011/2012,27416450,USA,0.849326
2011/2012,27418410,USA,NA
2011/2012,27420020,USA,0.664012
2011/2012,27420060,USA,0.90968
2011/2012,27420350,USA,1.135802
2011/2012,27420450,USA,0.467391
2011/2012,27420450,USA,0.467411
2011/2012,27420500,USA,0.888903
2011/2012,27420510,USA,0.946318
2011/2012,27440110,USA,0.374171
2011/2012,27440120,USA,0.377436
2011/2012,27440120,USA,0.377306
2011/2012,27442110,USA,0.624532
2011/2012,27442110,USA,0.624531
2011/2012,27442110,USA,0.624531
2011/2012,27442110,USA,0.623301
2011/2012,27442120,USA,0.62661
2011/2012,27443110,USA,1.628417
2011/2012,27443110,USA,0.392108
2011/2012,27443110,USA,0.373398
2011/2012,27445110,USA,1.097793
2011/2012,27445120,USA,0.759216
2011/2012,27445125,USA,0.398344
2011/2012,27445130,USA,0.395411
2011/2012,27445150,USA,0.885355
2011/2012,27445220,USA,0.885355
2011/2012,27446200,USA,0.493608
2011/2012,27446205,USA,0.564579
2011/2012,27446220,USA,0.479188
2011/2012,27446225,USA,0.49925
2011/2012,27446260,USA,0.497925
2011/2012,27446300,USA,0.919755
2011/2012,27446350,USA,0.95677
2011/2012,27446360,USA,1.031191
2011/2012,27446400,USA,0.654389
2011/2012,27446400,USA,0.657913
2011/2012,27450010,USA,2.086788
2011/2012,27450030,USA,0.843465
2011/2012,27450060,USA,0.681542
2011/2012,27450061,USA,0.724039
2011/2012,27450062,USA,0.717903
2011/2012,27450068,USA,0.719495
2011/2012,27450070,USA,1.598027
2011/2012,27450080,USA,2.562269
2011/2012,27450100,USA,0.688893
2011/2012,27450130,USA,0.659182
2011/2012,27450400,USA,1.046825
2011/2012,27450405,USA,1.360125
2011/2012,27450410,USA,1.130597
2011/2012,27450420,USA,1.246128
2011/2012,27460510,USA,0.993254
2011/2012,27500050,USA,1.557319
2011/2012,27500200,USA,0.711278
2011/2012,27500300,USA,0.728252
2011/2012,27510110,USA,0.558577
2011/2012,27510230,USA,0.641373
2011/2012,27510300,USA,0.952028
2011/2012,27510310,USA,1.108685
2011/2012,27510311,USA,0.724265
2011/2012,27510320,USA,0.952028
2011/2012,27510330,USA,0.952028
2011/2012,27510350,USA,0.952028
2011/2012,27510360,USA,1.230465
2011/2012,27510425,USA,1.125524
2011/2012,27510445,USA,0.908367
2011/2012,27510500,USA,1.925893
2011/2012,27510510,USA,1.418412
2011/2012,27510520,USA,1.426302
2011/2012,27510560,USA,0.952028
2011/2012,27510600,USA,0.721255
2011/2012,27510620,USA,0.952028
2011/2012,27510690,USA,0.952028
2011/2012,27510700,USA,0.715097
2011/2012,27510950,USA,0.863545
2011/2012,27511010,USA,0.739952
2011/2012,27513010,USA,1.069998
2011/2012,27513041,USA,0.898833
2011/2012,27513050,USA,1.14887
2011/2012,27513060,USA,1.360114
2011/2012,27513070,USA,0.796228
2011/2012,27515020,USA,0.916992
2011/2012,27515070,USA,0.980202
2011/2012,27515080,USA,0.789174
2011/2012,27516010,USA,1.392001
2011/2012,27520130,USA,0.890205
2011/2012,27520135,USA,2.43269
2011/2012,27520140,USA,0.704211
2011/2012,27520165,USA,0.819991
2011/2012,27520166,USA,0.927694
2011/2012,27520250,USA,1.575402
2011/2012,27520370,USA,0.717965
2011/2012,27520380,USA,0.819998
2011/2012,27520390,USA,0.69681
2011/2012,27520500,USA,0.663677
2011/2012,27520510,USA,0.750944
2011/2012,27520520,USA,0.932131
2011/2012,27540110,USA,0.69697
2011/2012,27540111,USA,0.703625
2011/2012,27540120,USA,0.42477
2011/2012,27540130,USA,0.689934
2011/2012,27540140,USA,0.64214
2011/2012,27540145,USA,0.565115
2011/2012,27540150,USA,1.28761
2011/2012,27540180,USA,0.555984
2011/2012,27540190,USA,0.977359
2011/2012,27540210,USA,0.626981
2011/2012,27540235,USA,1.126532
2011/2012,27540280,USA,1.087963
2011/2012,27540290,USA,0.655714
2011/2012,27540291,USA,0.661654
2011/2012,27540300,USA,0.756021
2011/2012,27540310,USA,0.739745
2011/2012,27540350,USA,0.72844
2011/2012,27541000,USA,0.694254
2011/2012,27541001,USA,0.697809
2011/2012,27550000,USA,1.757821
2011/2012,27550100,USA,1.053291
2011/2012,27550720,USA,0.574066
2011/2012,27550750,USA,NA
2011/2012,27550751,USA,0.613688
2011/2012,27560300,USA,0.694606
2011/2012,27560350,USA,0.569551
2011/2012,27560500,USA,0.611246
2011/2012,27560650,USA,0.894134
2011/2012,27560660,USA,0.940102
2011/2012,27560670,USA,0.987349
2011/2012,27560910,USA,1.344368
2011/2012,27564000,USA,0.559682
2011/2012,27564060,USA,0.74496
2011/2012,27564070,USA,0.722133
2011/2012,27564120,USA,0.711362
2011/2012,27564130,USA,0.683001
2011/2012,27564180,USA,0.440532
2011/2012,27564240,USA,0.419153
2011/2012,27564440,USA,0.499144
2011/2012,27564500,USA,0.508636
2011/2012,27570310,USA,0.508334
2011/2012,27601000,USA,1.261115
2011/2012,27640050,USA,0.639249
2011/2012,27640100,USA,0.664435
2011/2012,27640110,USA,0.547496
2011/2012,27640120,USA,0.445808
2011/2012,27640810,USA,0.640509
2011/2012,27642110,USA,0.566601
2011/2012,27642120,USA,0.426884
2011/2012,28110150,USA,1.188918
2011/2012,28110270,USA,0.7497
2011/2012,28110310,USA,0.486045
2011/2012,28110350,USA,0.650261
2011/2012,28110380,USA,0.875347
2011/2012,28110510,USA,0.745944
2011/2012,28110640,USA,0.590516
2011/2012,28110660,USA,0.890224
2011/2012,28113140,USA,0.634667
2011/2012,28140100,USA,0.840751
2011/2012,28140710,USA,0.667305
2011/2012,28140720,USA,0.389366
2011/2012,28140730,USA,0.818882
2011/2012,28140740,USA,0.940316
2011/2012,28141010,USA,0.696506
2011/2012,28141201,USA,0.778716
2011/2012,28141250,USA,1.216654
2011/2012,28143020,USA,0.991432
2011/2012,28143040,USA,0.988212
2011/2012,28143080,USA,0.834802
2011/2012,28143130,USA,0.984736
2011/2012,28143150,USA,1.027075
2011/2012,28143170,USA,0.826625
2011/2012,28143180,USA,0.981448
2011/2012,28145110,USA,1.065007
2011/2012,28145210,USA,0.67065
2011/2012,28145610,USA,0.642871
2011/2012,28150650,USA,0.614025
2011/2012,28160310,USA,0.772885
2011/2012,28160650,USA,0.767276
2011/2012,28310110,USA,0.076069
2011/2012,28310330,USA,0.479521
2011/2012,28311010,USA,0.509882
2011/2012,28315050,USA,0.324212
2011/2012,28315140,USA,0.331436
2011/2012,28315150,USA,0.397971
2011/2012,28320160,USA,0.449267
2011/2012,28320300,USA,0.910777
2011/2012,28340110,USA,0.239611
2011/2012,28340120,USA,0.239611
2011/2012,28340310,USA,0.323255
2011/2012,28340510,USA,0.343994
2011/2012,28340580,USA,NA
2011/2012,28340600,USA,0.29415
2011/2012,28340610,USA,0.325176
2011/2012,28340630,USA,0.351188
2011/2012,28340640,USA,0.358931
2011/2012,28340660,USA,0.30907
2011/2012,28340670,USA,0.331696
2011/2012,28340680,USA,0.346397
2011/2012,28340690,USA,0.313074
2011/2012,28340750,USA,0.29748
2011/2012,28340800,USA,0.385769
2011/2012,28345110,USA,0.328547
2011/2012,28350040,USA,0.213849
2011/2012,28350050,USA,0.762373
2011/2012,28350110,USA,0.433687
2011/2012,28350120,USA,0.786793
2011/2012,28350220,USA,0.312783
2011/2012,28351110,USA,0.100418
2011/2012,28355110,USA,0.334101
2011/2012,28355210,USA,0.74578
2011/2012,28355250,USA,0.878343
2011/2012,28355410,USA,0.747994
2011/2012,28355440,USA,0.932758
2011/2012,28355450,USA,0.519462
2011/2012,28355470,USA,0.100418
2011/2012,28355480,USA,0.548173
2011/2012,28360100,USA,0.236208
2011/2012,28500000,USA,0.668925
2011/2012,28500010,USA,0.578071
2011/2012,28500040,USA,0.376691
2011/2012,28500070,USA,0.376691
2011/2012,28500070,USA,0.138333
2011/2012,28500070,USA,0.106004
2011/2012,28500080,USA,0.668925
2011/2012,28500100,USA,0.366013
2011/2012,28520000,USA,0.376691
2011/2012,28520100,USA,0.738507
2011/2012,28522000,USA,0.651701
2011/2012,31101010,USA,0.289028
2011/2012,31102000,USA,0.316873
2011/2012,31103010,USA,0.288903
2011/2012,31105010,USA,0.328299
2011/2012,31105020,USA,0.335718
2011/2012,31105030,USA,0.377209
2011/2012,31105040,USA,0.353592
2011/2012,31105060,USA,0.435326
2011/2012,31105080,USA,0.334872
2011/2012,31105090,USA,NA
2011/2012,31107000,USA,0.325323
2011/2012,32102000,USA,0.333671
2011/2012,32103000,USA,0.34501
2011/2012,32130000,USA,0.284726
2011/2012,32130010,USA,0.284508
2011/2012,32130020,USA,0.29866
2011/2012,32130060,USA,0.281565
2011/2012,32130070,USA,0.276276
2011/2012,32130080,USA,NA
2011/2012,32130100,USA,0.387951
2011/2012,32130110,USA,0.387941
2011/2012,32130120,USA,0.400307
2011/2012,32130160,USA,0.389646
2011/2012,32130170,USA,0.38542
2011/2012,32130210,USA,0.663332
2011/2012,32130220,USA,0.672532
2011/2012,32130270,USA,0.671061
2011/2012,32130310,USA,0.706415
2011/2012,32130370,USA,0.714889
2011/2012,32130400,USA,0.452327
2011/2012,32130450,USA,0.399584
2011/2012,32130480,USA,0.420962
2011/2012,32130490,USA,0.379892
2011/2012,32130510,USA,0.379892
2011/2012,32130650,USA,0.475573
2011/2012,32130690,USA,0.445604
2011/2012,32130710,USA,0.445604
2011/2012,32130890,USA,0.539095
2011/2012,32130910,USA,0.539095
2011/2012,32131090,USA,0.590888
2011/2012,32131110,USA,0.590888
2011/2012,32131200,USA,0.251792
2011/2012,32131220,USA,0.251792
2011/2012,32202010,USA,1.060603
2011/2012,32202025,USA,0.691637
2011/2012,32202030,USA,0.907486
2011/2012,32202045,USA,0.967966
2011/2012,32202050,USA,0.340247
2011/2012,32202055,USA,1.827186
2011/2012,32202060,USA,0.83402
2011/2012,32202070,USA,1.157301
2011/2012,32202080,USA,1.231409
2011/2012,32202085,USA,0.874663
2011/2012,32202200,USA,NA
2011/2012,32300100,USA,0.43208
2011/2012,32400065,USA,0.547762
2011/2012,32400070,USA,0.565229
2011/2012,32400080,USA,0.554839
2011/2012,32400520,USA,0.621442
2011/2012,32400720,USA,0.78532
2011/2012,33001010,USA,0.57004
2011/2012,41101000,USA,0.350771
2011/2012,41101020,USA,0.347345
2011/2012,41101110,USA,0.344892
2011/2012,41101110,USA,0.512083
2011/2012,41101110,USA,0.462259
2011/2012,41101110,USA,0.342862
2011/2012,41101110,USA,0.350481
2011/2012,41101120,USA,0.340961
2011/2012,41102000,USA,0.344699
2011/2012,41102010,USA,0.344699
2011/2012,41102020,USA,0.341162
2011/2012,41102120,USA,0.305987
2011/2012,41102220,USA,0.550735
2011/2012,41103020,USA,0.368689
2011/2012,41103060,USA,0.335493
2011/2012,41104000,USA,0.29798
2011/2012,41104010,USA,0.29798
2011/2012,41104010,USA,0.415477
2011/2012,41104020,USA,0.290126
2011/2012,41106000,USA,0.324508
2011/2012,41106010,USA,0.324508
2011/2012,41106010,USA,0.441643
2011/2012,41106010,USA,0.322134
2011/2012,41106010,USA,0.491355
2011/2012,41106020,USA,0.318852
2011/2012,41107000,USA,0.867127
2011/2012,41108000,USA,NA
2011/2012,41201010,USA,0.230412
2011/2012,41201020,USA,0.265091
2011/2012,41202020,USA,0.216464
2011/2012,41202505,USA,0.264701
2011/2012,41202510,USA,0.266846
2011/2012,41203030,USA,0.400269
2011/2012,41204020,USA,0.254309
2011/2012,41205010,USA,0.242569
2011/2012,41205010,USA,0.270224
2011/2012,41205010,USA,0.275721
2011/2012,41205010,USA,0.303592
2011/2012,41205015,USA,0.242569
2011/2012,41205020,USA,0.242569
2011/2012,41205050,USA,0.933602
2011/2012,41205070,USA,1.04179
2011/2012,41205100,USA,1.405118
2011/2012,41206030,USA,0.480098
2011/2012,41207030,USA,0.493551
2011/2012,41208030,USA,0.243009
2011/2012,41209000,USA,1.876162
2011/2012,41221020,USA,0.258853
2011/2012,41301020,USA,0.338247
2011/2012,41302000,USA,1.389762
2011/2012,41302010,USA,0.345921
2011/2012,41302010,USA,0.463172
2011/2012,41302020,USA,0.342121
2011/2012,41303000,USA,0.709578
2011/2012,41304000,USA,1.228863
2011/2012,41304980,USA,0.569729
2011/2012,41304990,USA,0.569729
2011/2012,41305000,USA,0.569729
2011/2012,41310150,USA,0.760709
2011/2012,41410010,USA,0.77555
2011/2012,41420010,USA,0.507831
2011/2012,41420050,USA,NA
2011/2012,41420100,USA,1.437621
2011/2012,41420250,USA,0.859578
2011/2012,41420300,USA,0.604815
2011/2012,41420350,USA,0.604815
2011/2012,41420380,USA,0.780453
2011/2012,41420400,USA,0.605129
2011/2012,41420450,USA,0.526795
2011/2012,41421020,USA,NA
2011/2012,41425010,USA,0.142293
2011/2012,41480000,USA,0.730708
2011/2012,41480010,USA,0.68295
2011/2012,41601010,USA,NA
2011/2012,41601020,USA,0.307607
2011/2012,41601030,USA,0.383748
2011/2012,41601070,USA,0.336723
2011/2012,41601090,USA,0.316812
2011/2012,41601100,USA,NA
2011/2012,41601110,USA,0.325051
2011/2012,41601130,USA,0.324666
2011/2012,41601140,USA,NA
2011/2012,41601180,USA,0.31846
2011/2012,41602020,USA,0.32696
2011/2012,41602030,USA,0.329436
2011/2012,41602050,USA,0.375406
2011/2012,41603010,USA,0.358251
2011/2012,41810250,USA,1.537384
2011/2012,41810400,USA,1.314384
2011/2012,41810600,USA,1.419308
2011/2012,41810610,USA,1.314698
2011/2012,41811400,USA,1.309359
2011/2012,41811600,USA,2.023849
2011/2012,41811800,USA,1.555336
2011/2012,41811890,USA,1.306688
2011/2012,41812400,USA,1.69374
2011/2012,41812450,USA,0.429052
2011/2012,41812500,USA,0.473687
2011/2012,41812510,USA,0.55457
2011/2012,41812900,USA,1.308293
2011/2012,42100050,USA,1.50422
2011/2012,42100100,USA,2.88965
2011/2012,42101000,USA,1.335327
2011/2012,42101100,USA,1.354987
2011/2012,42101200,USA,3.365796
2011/2012,42101210,USA,1.603493
2011/2012,42101350,USA,1.822374
2011/2012,42102000,USA,1.392002
2011/2012,42104000,USA,1.479313
2011/2012,42104100,USA,1.625111
2011/2012,42104110,USA,1.762701
2011/2012,42104200,USA,2.428051
2011/2012,42104205,USA,1.762701
2011/2012,42104500,USA,1.358353
2011/2012,42105000,USA,1.489112
2011/2012,42106000,USA,1.22452
2011/2012,42106020,USA,0.70487
2011/2012,42107000,USA,1.156555
2011/2012,42109100,USA,3.57181
2011/2012,42110000,USA,1.368151
2011/2012,42110100,USA,1.128382
2011/2012,42110200,USA,1.646277
2011/2012,42110300,USA,1.847323
2011/2012,42111000,USA,0.555553
2011/2012,42111030,USA,0.303803
2011/2012,42111100,USA,0.737353
2011/2012,42111110,USA,0.35402
2011/2012,42111200,USA,0.654343
2011/2012,42111210,USA,0.562052
2011/2012,42111500,USA,0.739248
2011/2012,42112000,USA,1.805729
2011/2012,42113000,USA,5.177329
2011/2012,42114130,USA,1.736515
2011/2012,42116000,USA,1.668683
2011/2012,42116100,USA,2.090119
2011/2012,42200500,USA,1.989389
2011/2012,42200600,USA,1.822939
2011/2012,42201000,USA,2.155033
2011/2012,42202000,USA,0.526135
2011/2012,42202010,USA,0.526135
2011/2012,42202130,USA,0.493832
2011/2012,42202150,USA,0.526135
2011/2012,42202200,USA,0.526135
2011/2012,42203000,USA,0.457452
2011/2012,42204050,USA,1.230358
2011/2012,42204100,USA,NA
2011/2012,42302010,USA,0.376111
2011/2012,42401010,USA,0.21751
2011/2012,42402010,USA,0.545663
2011/2012,42404010,USA,0.405892
2011/2012,42501000,USA,1.084001
2011/2012,42501500,USA,1.107819
2011/2012,42502000,USA,0.848466
2011/2012,43101000,USA,2.129723
2011/2012,43101100,USA,1.651234
2011/2012,43101150,USA,3.582226
2011/2012,43102000,USA,0.766044
2011/2012,43102100,USA,0.728912
2011/2012,43103100,USA,0.712847
2011/2012,43103200,USA,0.615522
2011/2012,43103300,USA,1.538116
2011/2012,43104000,USA,0.701689
2011/2012,44202000,USA,NA
2011/2012,50010000,USA,0.106785
2011/2012,51000100,USA,0.251947
2011/2012,51000200,USA,0.692356
2011/2012,51000400,USA,0.74309
2011/2012,51101000,USA,0.305187
2011/2012,51101010,USA,0.305187
2011/2012,51101050,USA,0.306128
2011/2012,51101060,USA,0.306128
2011/2012,51102010,USA,0.446679
2011/2012,51105010,USA,0.523437
2011/2012,51107010,USA,0.592434
2011/2012,51108010,USA,0.73264
2011/2012,51108100,USA,1.119371
2011/2012,51109010,USA,0.421138
2011/2012,51109100,USA,0.660875
2011/2012,51109150,USA,NA
2011/2012,51111010,USA,0.843512
2011/2012,51113010,USA,0.674243
2011/2012,51113100,USA,0.674243
2011/2012,51119010,USA,0.703667
2011/2012,51121010,USA,0.72604
2011/2012,51121110,USA,0.539432
2011/2012,51122000,USA,0.349778
2011/2012,51127010,USA,0.451788
2011/2012,51129010,USA,0.629601
2011/2012,51129020,USA,0.629601
2011/2012,51133010,USA,0.525055
2011/2012,51133020,USA,0.525055
2011/2012,51135000,USA,0.899279
2011/2012,51136000,USA,0.636449
2011/2012,51150000,USA,0.497976
2011/2012,51153000,USA,0.908706
2011/2012,51154550,USA,NA
